,Original,Porter,Lancaster,Snowball
2933,choked,choke,chok,choke
2934,joked,joke,jok,joke
2935,smoked,smoke,smok,smoke
2936,booked,book,book,book
2937,cooked,cook,cook,cook
2938,precooked,precook,precook,precook
2939,overcooked,overcook,overcook,overcook
2940,hooked,hook,hook,hook
2941,looked,look,look,look
2942,overlooked,overlook,overlook,overlook
2943,brooked,brook,brook,brook
2944,crooked,crook,crook,crook
2945,poked,poke,pok,poke
2946,stroked,stroke,stroked,stroke
2947,stoked,stoke,stok,stoke
2948,evoked,evok,evok,evok
2949,revoked,revok,revok,revok
2950,invoked,invok,invok,invok
2951,provoked,provok,provok,provok
2952,embarked,embark,embark,embark
2953,marked,mark,mark,mark
2954,remarked,remark,remark,remark
2955,unmarked,unmark,unmark,unmark
2956,earmarked,earmark,earmark,earmark
2957,parked,park,park,park
2958,sparked,spark,spark,spark
2959,jerked,jerk,jerk,jerk
2960,smirked,smirk,smirk,smirk
2961,corked,cork,cork,cork
2962,uncorked,uncork,uncork,uncork
2963,forked,fork,fork,fork
2964,worked,work,work,work
2965,overworked,overwork,overwork,overwork
2966,lurked,lurk,lurk,lurk
2967,asked,ask,ask,ask
2968,basked,bask,bask,bask
2969,masked,mask,mask,mask
2970,unmasked,unmask,unmask,unmask
2971,unasked,unask,unask,unask
2972,whisked,whisk,whisk,whisk
2973,risked,risk,risk,risk
2974,unasterisked,unasterisk,unasterisk,unasterisk
2975,rebuked,rebuk,rebuk,rebuk
2976,hawked,hawk,hawk,hawk
2977,led,led,led,led
2978,gimbaled,gimbal,gimb,gimbal
2979,scaled,scale,scal,scale
2980,concealed,conceal,cont,conceal
2981,congealed,congeal,cong,congeal
2982,healed,heal,heal,heal
2983,repealed,repeal,rep,repeal
2984,appealed,appeal,ap,appeal
2985,sealed,seal,seal,seal
2986,resealed,reseal,res,reseal
2987,unsealed,unseal,uns,unseal
2988,squealed,squeal,squ,squeal
2989,revealed,reveal,rev,reveal
2990,regaled,regal,reg,regal
2991,exhaled,exhal,exh,exhal
2992,dialed,dial,dial,dial
2993,initialed,initi,init,initi
2994,signaled,signal,sign,signal
2995,charcoaled,charcoal,charco,charcoal
2996,paled,pale,pal,pale
2997,impaled,impal,imp,impal
2998,outgeneraled,outgener,outg,outgener
2999,spiraled,spiral,spir,spiral
3000,nasaled,nasal,nas,nasal
3001,totaled,total,tot,total
3002,unequaled,unequ,uneq,unequ
3003,rivaled,rival,riv,rival
3004,bled,bled,bled,bled
3005,cabled,cabl,cabl,cabl
3006,fabled,fabl,fabl,fabl
3007,enabled,enabl,en,enabl
3008,disabled,disabl,dis,disabl
3009,stabled,stabl,stabl,stabl
3010,babbled,babbl,babbl,babbl
3011,dabbled,dabbl,dabbl,dabbl
3012,scribbled,scribbl,scribbled,scribbl
3013,dribbled,dribbl,dribbl,dribbl
3014,gobbled,gobbl,gobbl,gobbl
3015,hobbled,hobbl,hobbl,hobbl
3016,wobbled,wobbl,wobbl,wobbl
3017,bubbled,bubbl,bubbl,bubbl
3018,bestubbled,bestubbl,bestubbl,bestubbl
3019,ambled,ambl,ambl,ambl
3020,shambled,shambl,shambl,shambl
3021,scrambled,scrambl,scrambled,scrambl
3022,trembled,trembl,trembl,trembl
3023,resembled,resembl,resembl,resembl
3024,assembled,assembl,assembl,assembl
3025,reassembled,reassembl,reassembl,reassembl
3026,fumbled,fumbl,fumbl,fumbl
3027,humbled,humbl,humbl,humbl
3028,jumbled,jumbl,jumbl,jumbl
3029,mumbled,mumbl,mumbl,mumbl
3030,rumbled,rumbl,rumbl,rumbl
3031,crumbled,crumbl,crumbl,crumbl
3032,grumbled,grumbl,grumbl,grumbl
3033,tumbled,tumbl,tumbl,tumbl
3034,stumbled,stumbl,stumbl,stumbl
3035,garbled,garbl,garbl,garbl
3036,doubled,doubl,doubl,doubl
3037,redoubled,redoubl,redoubl,redoubl
3038,troubled,troubl,troubl,troubl
3039,bespectacled,bespectacl,bespectac,bespectacl
3040,chronicled,chronicl,chronicled,chronicl
3041,circled,circl,circ,circl
3042,encircled,encircl,encirc,encircl
3043,muscled,muscl,musc,muscl
3044,cycled,cycl,cyc,cycl
3045,cradled,cradl,cradl,cradl
3046,straddled,straddl,straddled,straddl
3047,saddled,saddl,saddl,saddl
3048,offsaddled,offsaddl,offsaddl,offsaddl
3049,peddled,peddl,peddl,peddl
3050,riddled,riddl,riddl,riddl
3051,coddled,coddl,coddl,coddl
3052,befuddled,befuddl,befuddl,befuddl
3053,huddled,huddl,huddl,huddl
3054,wheedled,wheedl,wheedl,wheedl
3055,needled,needl,needl,needl
3056,idled,idl,idl,idl
3057,unbridled,unbridl,unbridl,unbridl
3058,sidled,sidl,sidl,sidl
3059,handled,handl,handl,handl
3060,kindled,kindl,kindl,kindl
3061,dwindled,dwindl,dwindl,dwindl
3062,swindled,swindl,swindl,swindl
3063,bundled,bundl,bundl,bundl
3064,hurdled,hurdl,hurdl,hurdl
3065,labeled,label,label,label
3066,canceled,cancel,cancel,cancel
3067,parceled,parcel,parcel,parcel
3068,modeled,model,model,model
3069,remodeled,remodel,remodel,remodel
3070,heeled,heel,heel,heel
3071,wheeled,wheel,wheel,wheel
3072,kneeled,kneel,kneel,kneel
3073,peeled,peel,peel,peel
3074,reeled,reel,reel,reel
3075,steeled,steel,steel,steel
3076,paralleled,parallel,parallel,parallel
3077,unparalleled,unparallel,unparallel,unparallel
3078,untrammeled,untrammel,untrammel,untrammel
3079,pummeled,pummel,pummel,pummel
3080,paneled,panel,panel,panel
3081,channeled,channel,channel,channel
3082,funneled,funnel,funnel,funnel
3083,tunneled,tunnel,tunnel,tunnel
3084,appareled,apparel,apparel,apparel
3085,quarreled,quarrel,quarrel,quarrel
3086,chiseled,chisel,chisel,chisel
3087,counseled,counsel,counsel,counsel
3088,fueled,fuel,fuel,fuel
3089,traveled,travel,travel,travel
3090,beveled,bevel,bevel,bevel
3091,disheveled,dishevel,dishevel,dishevel
3092,leveled,level,level,level
3093,unleveled,unlevel,unlevel,unlevel
3094,reveled,revel,revel,revel
3095,shriveled,shrivel,shriveled,shrivel
3096,shoveled,shovel,shovel,shovel
3097,marveled,marvel,marvel,marvel
3098,jeweled,jewel,jewel,jewel
3099,fled,fled,fled,fled
3100,baffled,baffl,baffl,baffl
3101,shuffled,shuffl,shuffl,shuffl
3102,muffled,muffl,muffl,muffl
3103,ruffled,ruffl,ruffl,ruffl
3104,unruffled,unruffl,unruffl,unruffl
3105,rifled,rifl,rifl,rifl
3106,unrifled,unrifl,unrifl,unrifl
3107,stifled,stifl,stifl,stifl
3108,eagled,eagl,eagl,eagl
3109,bedraggled,bedraggl,bedraggl,bedraggl
3110,straggled,straggl,straggled,straggl
3111,waggled,waggl,waggl,waggl
3112,giggled,giggl,giggl,giggl
3113,wiggled,wiggl,wiggl,wiggl
3114,boggled,boggl,boggl,boggl
3115,smuggled,smuggl,smuggl,smuggl
3116,snuggled,snuggl,snuggl,snuggl
3117,struggled,struggl,struggled,struggl
3118,angled,angl,angl,angl
3119,dangled,dangl,dangl,dangl
3120,mangled,mangl,mangl,mangl
3121,spangled,spangl,spangl,spangl
3122,strangled,strangl,strangled,strangl
3123,wrangled,wrangl,wrangl,wrangl
3124,tangled,tangl,tangl,tangl
3125,wangled,wangl,wangl,wangl
3126,jingled,jingl,jingl,jingl
3127,mingled,mingl,mingl,mingl
3128,commingled,commingl,commingl,commingl
3129,singled,singl,singl,singl
3130,bungled,bungl,bungl,bungl
3131,ogled,ogl,ogl,ogl
3132,failed,fail,fail,fail
3133,hailed,hail,hail,hail
3134,jailed,jail,jail,jail
3135,flailed,flail,flail,flail
3136,mailed,mail,mail,mail
3137,blackmailed,blackmail,blackmail,blackmail
3138,nailed,nail,nail,nail
3139,trailed,trail,trail,trail
3140,sailed,sail,sail,sail
3141,assailed,assail,assail,assail
3142,tailed,tail,tail,tail
3143,detailed,detail,detail,detail
3144,curtailed,curtail,curtail,curtail
3145,availed,avail,avail,avail
3146,prevailed,prevail,prevail,prevail
3147,wailed,wail,wail,wail
3148,domiciled,domicil,domicil,domicil
3149,penciled,pencil,pencil,pencil
3150,reconciled,reconcil,reconcil,reconcil
3151,veiled,veil,veil,veil
3152,unveiled,unveil,unveil,unveil
3153,filed,file,fil,file
3154,smiled,smile,smil,smile
3155,oiled,oil,oil,oil
3156,boiled,boil,boil,boil
3157,hardboiled,hardboil,hardboil,hardboil
3158,parboiled,parboil,parboil,parboil
3159,coiled,coil,coil,coil
3160,recoiled,recoil,recoil,recoil
3161,foiled,foil,foil,foil
3162,spoiled,spoil,spoil,spoil
3163,despoiled,despoil,despoil,despoil
3164,broiled,broil,broil,broil
3165,embroiled,embroil,embroil,embroil
3166,soiled,soil,soil,soil
3167,toiled,toil,toil,toil
3168,piled,pile,pil,pile
3169,compiled,compil,compil,compil
3170,imperiled,imperil,imperil,imperil
3171,tiled,tile,til,tile
3172,beguiled,beguil,beguil,beguil
3173,reviled,revil,revil,revil
3174,exiled,exil,exil,exil
3175,cackled,cackl,cackl,cackl
3176,shackled,shackl,shackl,shackl
3177,crackled,crackl,crackl,crackl
3178,speckled,speckl,speckl,speckl
3179,freckled,freckl,freckl,freckl
3180,pickled,pickl,pickl,pickl
3181,tickled,tickl,tickl,tickl
3182,buckled,buckl,buckl,buckl
3183,chuckled,chuckl,chuckl,chuckl
3184,knuckled,knuckl,knuckl,knuckl
3185,sprinkled,sprinkl,sprinkled,sprinkl
3186,wrinkled,wrinkl,wrinkl,wrinkl
3187,unwrinkled,unwrinkl,unwrinkl,unwrinkl
3188,tinkled,tinkl,tinkl,tinkl
3189,sparkled,sparkl,sparkl,sparkl
3190,balled,ball,bal,ball
3191,called,call,cal,call
3192,recalled,recal,recal,recal
3193,uncalled,uncal,uncal,uncal
3194,galled,gall,gal,gall
3195,marshalled,marshal,marshal,marshal
3196,appalled,appal,appal,appal
3197,enthralled,enthral,enthral,enthral
3198,totalled,total,total,total
3199,stalled,stall,stal,stall
3200,installed,instal,instal,instal
3201,equalled,equal,equal,equal
3202,unequalled,unequal,unequal,unequal
3203,rivalled,rival,rival,rival
3204,walled,wall,wal,wall
3205,labelled,label,label,label
3206,rebelled,rebel,rebel,rebel
3207,cancelled,cancel,cancel,cancel
3208,felled,fell,fel,fell
3209,shelled,shell,shel,shell
3210,unshelled,unshel,unshel,unshel
3211,enamelled,enamel,enamel,enamel
3212,smelled,smell,smel,smell
3213,repelled,repel,repel,repel
3214,impelled,impel,impel,impel
3215,compelled,compel,compel,compel
3216,propelled,propel,propel,propel
3217,spelled,spell,spel,spell
3218,dispelled,dispel,dispel,dispel
3219,expelled,expel,expel,expel
3220,travelled,travel,travel,travel
3221,levelled,level,level,level
3222,marvelled,marvel,marvel,marvel
3223,welled,well,wel,well
3224,jewelled,jewel,jewel,jewel
3225,swelled,swell,swel,swell
3226,yelled,yell,yel,yell
3227,billed,bill,bil,bill
3228,filled,fill,fil,fill
3229,refilled,refil,refil,refil
3230,fulfilled,fulfil,fulfil,fulfil
3231,unfulfilled,unfulfil,unfulfil,unfulfil
3232,chilled,chill,chil,chill
3233,killed,kill,kil,kill
3234,skilled,skill,skil,skill
3235,unskilled,unskil,unskil,unskil
3236,spilled,spill,spil,spill
3237,drilled,drill,dril,drill
3238,imperilled,imperil,imperil,imperil
3239,grilled,grill,gril,grill
3240,shrilled,shrill,shrilled,shrill
3241,thrilled,thrill,thrilled,thrill
3242,trilled,trill,tril,trill
3243,tilled,till,til,till
3244,distilled,distil,distil,distil
3245,willed,will,wil,will
3246,polled,poll,pol,poll
3247,rolled,roll,rol,roll
3248,enrolled,enrol,enrol,enrol
3249,unrolled,unrol,unrol,unrol
3250,patrolled,patrol,patrol,patrol
3251,controlled,control,control,control
3252,uncontrolled,uncontrol,uncontrol,uncontrol
3253,strolled,stroll,strolled,stroll
3254,tolled,toll,tol,toll
3255,dulled,dull,dul,dull
3256,gulled,gull,gul,gull
3257,skulled,skull,skul,skull
3258,lulled,lull,lul,lull
3259,pulled,pull,pul,pull
3260,doled,dole,dol,dole
3261,holed,hole,hol,hole
3262,cooled,cool,cool,cool
3263,overcooled,overcool,overcool,overcool
3264,fooled,fool,fool,fool
3265,schooled,school,schooled,school
3266,pooled,pool,pool,pool
3267,soled,sole,sol,sole
3268,consoled,consol,consol,consol
3269,unstapled,unstapl,unstapl,unstapl
3270,tripled,tripl,tripl,tripl
3271,trampled,trampl,trampl,trampl
3272,sampled,sampl,sampl,sampl
3273,pimpled,pimpl,pimpl,pimpl
3274,rumpled,rumpl,rumpl,rumpl
3275,crumpled,crumpl,crumpl,crumpl
3276,peopled,peopl,peopl,peopl
3277,dappled,dappl,dappl,dappl
3278,grappled,grappl,grappl,grappl
3279,rippled,rippl,rippl,rippl
3280,crippled,crippl,crippl,crippl
3281,hoppled,hoppl,hoppl,hoppl
3282,toppled,toppl,toppl,toppl
3283,coupled,coupl,coupl,coupl
3284,quadrupled,quadrupl,quadrupl,quadrupl
3285,gnarled,gnarl,gnarl,gnarl
3286,snarled,snarl,snarl,snarl
3287,whirled,whirl,whirl,whirl
3288,swirled,swirl,swirl,swirl
3289,twirled,twirl,twirl,twirl
3290,curled,curl,curl,curl
3291,uncurled,uncurl,uncurl,uncurl
3292,furled,furl,furl,furl
3293,unfurled,unfurl,unfurl,unfurl
3294,hurled,hurl,hurl,hurl
3295,purled,purl,purl,purl
3296,misled,misl,misl,misl
3297,tousled,tousl,tousl,tousl
3298,titled,titl,titl,titl
3299,subtitled,subtitl,subtitl,subtitl
3300,entitled,entitl,entitl,entitl
3301,disgruntled,disgruntl,disgruntl,disgruntl
3302,tootled,tootl,tootl,tootl
3303,startled,startl,startl,startl
3304,chortled,chortl,chortl,chortl
3305,hurtled,hurtl,hurtl,hurtl
3306,nestled,nestl,nestl,nestl
3307,whistled,whistl,whistl,whistl
3308,bristled,bristl,bristl,bristl
3309,hustled,hustl,hustl,hustl
3310,rustled,rustl,rustl,rustl
3311,embattled,embattl,embattl,embattl
3312,rattled,rattl,rattl,rattl
3313,nettled,nettl,nettl,nettl
3314,settled,settl,settl,settl
3315,unsettled,unsettl,unsettl,unsettl
3316,bottled,bottl,bottl,bottl
3317,mottled,mottl,mottl,mottl
3318,throttled,throttl,throttled,throttl
3319,scuttled,scuttl,scuttl,scuttl
3320,shuttled,shuttl,shuttl,shuttl
3321,hauled,haul,haul,haul
3322,ridiculed,ridicul,ridic,ridicul
3323,scheduled,schedul,scheduled,schedul
3324,fouled,foul,foul,foul
3325,befouled,befoul,befo,befoul
3326,ruled,rule,rul,rule
3327,bawled,bawl,bawl,bawl
3328,crawled,crawl,crawl,crawl
3329,scrawled,scrawl,scrawled,scrawl
3330,drawled,drawl,drawl,drawl
3331,sprawled,sprawl,sprawled,sprawl
3332,scowled,scowl,scowl,scowl
3333,howled,howl,howl,howl
3334,jowled,jowl,jowl,jowl
3335,growled,growl,growl,growl
3336,prowled,prowl,prowl,prowl
3337,styled,style,styl,style
3338,dazzled,dazzl,dazzl,dazzl
3339,bedazzled,bedazzl,bedazzl,bedazzl
3340,frazzled,frazzl,frazzl,frazzl
3341,fizzled,fizzl,fizzl,fizzl
3342,frizzled,frizzl,frizzl,frizzl
3343,grizzled,grizzl,grizzl,grizzl
3344,sizzled,sizzl,sizzl,sizzl
3345,guzzled,guzzl,guzzl,guzzl
3346,nuzzled,nuzzl,nuzzl,nuzzl
3347,puzzled,puzzl,puzzl,puzzl
3348,med,med,med,med
3349,damed,dame,dam,dame
3350,gleamed,gleam,gleam,gleam
3351,creamed,cream,cream,cream
3352,screamed,scream,screamed,scream
3353,dreamed,dream,dream,dream
3354,undreamed,undream,undream,undream
3355,daydreamed,daydream,daydream,daydream
3356,streamed,stream,streamed,stream
3357,teamed,team,team,team
3358,steamed,steam,steam,steam
3359,famed,fame,fam,fame
3360,shamed,shame,sham,shame
3361,ashamed,asham,asham,asham
3362,blamed,blame,blam,blame
3363,flamed,flame,flam,flame
3364,inflamed,inflam,inflam,inflam
3365,named,name,nam,name
3366,renamed,renam,renam,renam
3367,nicknamed,nicknam,nicknam,nicknam
3368,unnamed,unnam,unnam,unnam
3369,misnamed,misnam,misnam,misnam
3370,foamed,foam,foam,foam
3371,roamed,roam,roam,roam
3372,framed,frame,fram,frame
3373,programed,program,program,program
3374,deemed,deem,deem,deem
3375,redeemed,redeem,redeem,redeem
3376,unredeemed,unredeem,unredeem,unredeem
3377,seemed,seem,seem,seem
3378,esteemed,esteem,esteem,esteem
3379,blasphemed,blasphem,blasphem,blasphem
3380,aimed,aim,aim,aim
3381,claimed,claim,claim,claim
3382,acclaimed,acclaim,acclaim,acclaim
3383,declaimed,declaim,declaim,declaim
3384,reclaimed,reclaim,reclaim,reclaim
3385,unclaimed,unclaim,unclaim,unclaim
3386,proclaimed,proclaim,proclaim,proclaim
3387,disclaimed,disclaim,disclaim,disclaim
3388,exclaimed,exclaim,exclaim,exclaim
3389,maimed,maim,maim,maim
3390,sublimed,sublim,sublim,sublim
3391,resublimed,resublim,resublim,resublim
3392,slimed,slime,slim,slime
3393,pantomimed,pantomim,pantomim,pantomim
3394,grimed,grime,grim,grime
3395,primed,prime,prim,prime
3396,timed,time,tim,time
3397,calmed,calm,calm,calm
3398,becalmed,becalm,becalm,becalm
3399,palmed,palm,palm,palm
3400,overwhelmed,overwhelm,overwhelm,overwhelm
3401,filmed,film,film,film
3402,dammed,dam,dam,dam
3403,mohammed,moham,moham,moham
3404,jammed,jam,jam,jam
3405,lammed,lam,lam,lam
3406,slammed,slam,slam,slam
3407,rammed,ram,ram,ram
3408,crammed,cram,cram,cram
3409,diagrammed,diagram,diagram,diagram
3410,programmed,program,program,program
3411,hemmed,hem,hem,hem
3412,stemmed,stem,stem,stem
3413,undimmed,undim,undim,undim
3414,skimmed,skim,skim,skim
3415,rimmed,rim,rim,rim
3416,brimmed,brim,brim,brim
3417,trimmed,trim,trim,trim
3418,glommed,glom,glom,glom
3419,hummed,hum,hum,hum
3420,drummed,drum,drum,drum
3421,summed,sum,sum,sum
3422,welcomed,welcom,welcom,welcom
3423,domed,dome,dom,dome
3424,envenomed,envenom,envenom,envenom
3425,boomed,boom,boom,boom
3426,doomed,doom,doom,doom
3427,loomed,loom,loom,loom
3428,bloomed,bloom,bloom,bloom
3429,groomed,groom,groom,groom
3430,zoomed,zoom,zoom,zoom
3431,chromed,chrome,chromed,chrome
3432,blossomed,blossom,blossom,blossom
3433,accustomed,accustom,accustom,accustom
3434,unaccustomed,unaccustom,unaccustom,unaccustom
3435,bottomed,bottom,bottom,bottom
3436,armed,arm,arm,arm
3437,rearmed,rearm,rearm,rearm
3438,farmed,farm,farm,farm
3439,harmed,harm,harm,harm
3440,charmed,charm,charm,charm
3441,alarmed,alarm,alarm,alarm
3442,unarmed,unarm,unarm,unarm
3443,disarmed,disarm,disarm,disarm
3444,warmed,warm,warm,warm
3445,swarmed,swarm,swarm,swarm
3446,termed,term,term,term
3447,affirmed,affirm,affirm,affirm
3448,reaffirmed,reaffirm,reaffirm,reaffirm
3449,confirmed,confirm,confirm,confirm
3450,squirmed,squirm,squirm,squirm
3451,formed,form,form,form
3452,reformed,reform,reform,reform
3453,uniformed,uniform,uniform,uniform
3454,malformed,malform,malform,malform
3455,informed,inform,inform,inform
3456,conformed,conform,conform,conform
3457,unformed,unform,unform,unform
3458,thermoformed,thermoform,thermoform,thermoform
3459,performed,perform,perform,perform
3460,unperformed,unperform,unperform,unperform
3461,transformed,transform,transform,transform
3462,stormed,storm,storm,storm
3463,fumed,fume,fum,fume
3464,perfumed,perfum,perfum,perfum
3465,illumed,illum,illum,illum
3466,plumed,plume,plum,plume
3467,subsumed,subsum,subsum,subsum
3468,resumed,resum,resum,resum
3469,presumed,presum,presum,presum
3470,consumed,consum,consum,consum
3471,assumed,assum,assum,assum
3472,costumed,costum,costum,costum
3473,vacuumed,vacuum,vacuum,vacuum
3474,ned,ned,ned,ned
3475,turbaned,turban,turb,turban
3476,leaned,lean,lean,lean
3477,cleaned,clean,cle,clean
3478,gleaned,glean,gle,glean
3479,weaned,wean,wean,wean
3480,orphaned,orphan,orph,orphan
3481,planed,plane,plan,plane
3482,loaned,loan,loan,loan
3483,moaned,moan,moan,moan
3484,groaned,groan,gro,groan
3485,waned,wane,wan,wane
3486,deadened,deaden,dead,deaden
3487,broadened,broaden,broad,broaden
3488,maddened,madden,mad,madden
3489,saddened,sadden,sad,sadden
3490,reddened,redden,red,redden
3491,widened,widen,wid,widen
3492,emboldened,embolden,embold,embolden
3493,gardened,garden,gard,garden
3494,hardened,harden,hard,harden
3495,burdened,burden,burd,burden
3496,unburdened,unburden,unburd,unburden
3497,overburdened,overburden,overburd,overburden
3498,careened,careen,careen,careen
3499,screened,screen,screened,screen
3500,deafened,deafen,deaf,deafen
3501,stiffened,stiffen,stiff,stiffen
3502,roughened,roughen,rough,roughen
3503,freshened,freshen,fresh,freshen
3504,harshened,harshen,harsh,harshen
3505,lengthened,lengthen,length,lengthen
3506,strengthened,strengthen,strengthened,strengthen
3507,weakened,weaken,weak,weaken
3508,wakened,waken,wak,waken
