,index,Original,Porter,Lancaster,Snowball
6880,11916,eeg,eeg,eeg,eeg
6881,11917,keg,keg,keg,keg
6882,11918,leg,leg,leg,leg
6883,11919,foreleg,foreleg,foreleg,foreleg
6884,11920,dogleg,dogleg,dogleg,dogleg
6885,11921,oleg,oleg,oleg,oleg
6886,11922,meg,meg,meg,meg
6887,11923,nutmeg,nutmeg,nutmeg,nutmeg
6888,11924,broeg,broeg,broeg,broeg
6889,11925,peg,peg,peg,peg
6890,11926,winnipeg,winnipeg,winnipeg,winnipeg
6891,11927,greg,greg,greg,greg
6892,11928,mfg,mfg,mfg,mfg
6893,11936,craig,craig,craig,craig
6894,11937,big,big,big,big
6895,11938,dig,dig,dig,dig
6896,11939,verstandig,verstandig,verstandig,verstandig
6897,11940,bluthenzweig,bluthenzweig,bluthenzweig,bluthenzweig
6898,11941,fig,fig,fig,fig
6899,11942,gig,gig,gig,gig
6900,11943,whig,whig,whig,whig
6901,11944,jig,jig,jig,jig
6902,11945,mig,mig,mig,mig
6903,11946,koenig,koenig,koenig,koenig
6904,11947,pfennig,pfennig,pfennig,pfennig
6905,11948,pig,pig,pig,pig
6906,11949,rig,rig,rig,rig
6907,11950,brig,brig,brig,brig
6908,11951,gehrig,gehrig,gehrig,gehrig
6909,11952,sprig,sprig,sprig,sprig
6910,11953,trig,trig,trig,trig
6911,11954,taussig,taussig,taussig,taussig
6912,11955,wig,wig,wig,wig
6913,11956,ludwig,ludwig,ludwig,ludwig
6914,11957,swig,swig,swig,swig
6915,11958,danzig,danzig,danzig,danzig
6916,11959,kg,kg,kg,kg
6917,11960,mg,mg,mg,mg
6918,11961,ymg,ymg,ymg,ymg
6919,11962,ng,ng,ng,ng
6920,11963,bang,bang,bang,bang
6921,11964,prabang,prabang,prabang,prabang
6922,11965,dang,dang,dang,dang
6923,11966,sladang,sladang,sladang,sladang
6924,11967,gang,gang,gang,gang
6925,11968,wolfgang,wolfgang,wolfgang,wolfgang
6926,11969,hang,hang,hang,hang
6927,11970,schang,schang,schang,schang
6928,11971,overhang,overhang,overhang,overhang
6929,11972,chiang,chiang,chiang,chiang
6930,11973,kiang,kiang,kiang,kiang
6931,11974,kang,kang,kang,kang
6932,11975,lang,lang,lang,lang
6933,11976,clang,clang,clang,clang
6934,11977,slang,slang,slang,slang
6935,11978,rang,rang,rang,rang
6936,11979,boomerang,boomerang,boomerang,boomerang
6937,11980,sprang,sprang,sprang,sprang
6938,11981,strang,strang,strang,strang
6939,11982,sang,sang,sang,sang
6940,11983,tang,tang,tang,tang
6941,11984,mustang,mustang,mustang,mustang
6942,11985,huang,huang,huang,huang
6943,11986,luang,luang,luang,luang
6944,11987,hwang,hwang,hwang,hwang
6945,11988,yang,yang,yang,yang
6946,11989,eng,eng,eng,eng
6947,11990,heng,heng,heng,heng
6948,11991,cheng,cheng,cheng,cheng
6949,11992,keng,keng,keng,keng
6950,11993,agoeng,agoeng,agoeng,agoeng
6951,11994,thiihng,thiihng,thiihng,thiihng
6952,11995,ing,ing,ing,ing
6953,11996,bing,bing,bing,bing
6954,11997,dabbing,dab,dab,dab
6955,11998,jabbing,jab,jab,jab
6956,11999,grabbing,grab,grab,grab
6957,12000,ebbing,eb,eb,eb
6958,12001,ribbing,rib,rib,rib
6959,12002,bobbing,bob,bob,bob
6960,12003,hobbing,hob,hob,hob
6961,12004,robbing,rob,rob,rob
6962,12006,sobbing,sob,sob,sob
6963,12007,snubbing,snub,snub,snub
6964,12008,rubbing,rub,rub,rub
6965,12010,subbing,sub,sub,sub
6966,12011,rudkoebing,rudkoeb,rudkoeb,rudkoeb
6967,12013,subscribing,subscrib,subscrib,subscrib
6968,12014,describing,describ,describ,describ
6969,12015,circumscribing,circumscrib,circumscrib,circumscrib
6970,12016,climbing,climb,climb,climb
6971,12017,bombing,bomb,bomb,bomb
6972,12018,combing,comb,comb,comb
6973,12019,succumbing,succumb,succumb,succumb
6974,12020,thumbing,thumb,thumb,thumb
6975,12021,plumbing,plumb,plumb,plumb
6976,12022,numbing,numb,numb,numb
6977,12024,absorbing,absorb,absorb,absorb
6978,12025,curbing,curb,curb,curb
6979,12026,disturbing,disturb,disturb,disturb
6980,12029,defacing,defac,defac,defac
6981,12030,effacing,effac,effac,effac
6982,12031,selfeffacing,selfeffac,selfeffac,selfeffac
6983,12032,unlacing,unlac,unlac,unlac
6984,12034,replacing,replac,replac,replac
6985,12035,displacing,displac,displac,displac
6986,12036,misplacing,misplac,misplac,misplac
6987,12037,interlacing,interlac,interlac,interlac
6988,12038,menacing,menac,menac,menac
6989,12043,embracing,embrac,embrac,embrac
6990,12044,underbracing,underbrac,underbrac,underbrac
6991,12046,retracing,retrac,retrac,retrac
6992,12084,piercing,pierc,pierc,pierc
6993,12085,forcing,forc,forc,forc
6994,12086,enforcing,enforc,enforc,enforc
6995,12087,reinforcing,reinforc,reinforc,reinforc
6996,12088,convalescing,convalesc,convalesc,convalesc
6997,12089,reminiscing,reminisc,reminisc,reminisc
6998,12090,deducing,deduc,deduc,deduc
6999,12091,reducing,reduc,reduc,reduc
7000,12092,inducing,induc,induc,induc
7001,12093,producing,produc,produc,produc
7002,12094,reproducing,reproduc,reproduc,reproduc
7003,12095,introducing,introduc,introduc,introduc
7004,12096,cascading,cascad,cascad,cascad
7005,12097,heading,head,head,head
7006,12098,beheading,behead,behead,behead
7007,12099,leading,lead,lead,lead
7008,12100,pleading,plead,plead,plead
7009,12101,misleading,mislead,mislead,mislead
7010,12102,reading,read,read,read
7011,12105,treading,tread,tread,tread
7012,12108,blockading,blockad,blockad,blockad
7013,12109,loading,load,load,load
7014,12110,unloading,unload,unload,unload
7015,12111,carloading,carload,carload,carload
7016,12112,railroading,railroad,railroad,railroad
7017,12113,crossroading,crossroad,crossroad,crossroad
7018,12114,parading,parad,parad,parad
7019,12115,masquerading,masquerad,masquerad,masquerad
7020,12117,degrading,degrad,degrad,degrad
7021,12118,upgrading,upgrad,upgrad,upgrad
7022,12120,crusading,crusad,crusad,crusad
7023,12121,persuading,persuad,persuad,persuad
7024,12122,evading,evad,evad,evad
7025,12123,invading,invad,invad,invad
7026,12124,pervading,pervad,pervad,pervad
7027,12125,adding,ad,ad,ad
7028,12126,cladding,clad,clad,clad
7029,12127,madding,mad,mad,mad
7030,12128,padding,pad,pad,pad
7031,12129,bedding,bed,bed,bed
7032,12130,underbedding,underbed,underbed,underbed
7033,12131,featherbedding,featherbed,featherbed,featherbed
7034,12132,shedding,shed,shed,shed
7035,12133,sledding,sled,sled,sled
7036,12134,redding,red,red,red
7037,12136,tredding,tred,tred,tred
7038,12137,wedding,wed,wed,wed
7039,12138,bidding,bid,bid,bid
7040,12139,forbidding,forbid,forbid,forbid
7041,12140,kidding,kid,kid,kid
7042,12141,skidding,skid,skid,skid
7043,12142,ridding,rid,rid,rid
7044,12143,plodding,plod,plod,plod
7045,12144,nodding,nod,nod,nod
7046,12145,rodding,rod,rod,rod
7047,12146,prodding,prod,prod,prod
7048,12147,budding,bud,bud,bud
7049,12148,scudding,scud,scud,scud
7050,12149,thudding,thud,thud,thud
7051,12165,aiding,aid,aid,aid
7052,12166,raiding,raid,raid,raid
7053,12167,braiding,braid,braid,braid
7054,12168,abiding,abid,abid,abid
7055,12169,deciding,decid,decid,decid
7056,12170,coinciding,coincid,coincid,coincid
7057,12171,confiding,confid,confid,confid
7058,12175,avoiding,avoid,avoid,avoid
7059,12177,overriding,overrid,overrid,overrid
7060,12180,residing,resid,resid,resid
7061,12181,presiding,presid,presid,presid
7062,12182,guiding,guid,guid,guid
7063,12183,dividing,divid,divid,divid
7064,12184,providing,provid,provid,provid
7065,12185,balding,bald,bald,bald
7066,12186,scalding,scald,scald,scald
7067,12187,spalding,spald,spald,spald
7068,12188,gelding,geld,geld,geld
7069,12189,fielding,field,field,field
7070,12190,shielding,shield,shield,shield
7071,12191,wielding,wield,wield,wield
7072,12192,yielding,yield,yield,yield
7073,12193,unyielding,unyield,unyield,unyield
7074,12194,welding,weld,weld,weld
7075,12195,building,build,build,build
7076,12196,roadbuilding,roadbuild,roadbuild,roadbuild
7077,12197,homebuilding,homebuild,homebuild,homebuild
7078,12198,rebuilding,rebuild,rebuild,rebuild
7079,12199,shipbuilding,shipbuild,shipbuild,shipbuild
7080,12200,bodybuilding,bodybuild,bodybuild,bodybuild
7081,12201,scolding,scold,scold,scold
7082,12202,folding,fold,fold,fold
7083,12203,scaffolding,scaffold,scaffold,scaffold
7084,12204,unfolding,unfold,unfold,unfold
7085,12205,holding,hold,hold,hold
7086,12206,withholding,withhold,withhold,withhold
7087,12207,upholding,uphold,uphold,uphold
7088,12208,molding,mold,mold,mold
7089,12209,remolding,remold,remold,remold
7090,12210,goulding,gould,gould,gould
7091,12211,moulding,mould,mould,mould
7092,12212,banding,band,band,band
7093,12213,handing,hand,hand,hand
7094,12214,landing,land,land,land
7095,12215,demanding,demand,demand,demand
7096,12216,remanding,remand,remand,remand
7097,12217,commanding,command,command,command
7098,12218,expanding,expand,expand,expand
7099,12220,sanding,sand,sand,sand
7100,12221,standing,stand,stand,stand
7101,12222,longstanding,longstand,longstand,longstand
7102,12223,notwithstanding,notwithstand,notwithstand,notwithstand
7103,12224,upstanding,upstand,upstand,upstand
7104,12225,understanding,understand,understand,understand
7105,12226,misunderstanding,misunderstand,misunderstand,misunderstand
7106,12227,outstanding,outstand,outstand,outstand
7107,12228,ending,end,end,end
7108,12229,bending,bend,bend,bend
7109,12230,ascending,ascend,ascend,ascend
7110,12231,descending,descend,descend,descend
7111,12232,condescending,condescend,condescend,condescend
7112,12233,transcending,transcend,transcend,transcend
7113,12234,defending,defend,defend,defend
7114,12235,offending,offend,offend,offend
7115,12236,comprehending,comprehend,comprehend,comprehend
7116,12237,lending,lend,lend,lend
7117,12238,blending,blend,blend,blend
7118,12239,mending,mend,mend,mend
7119,12240,amending,amend,amend,amend
7120,12241,commending,commend,commend,commend
7121,12242,recommending,recommend,recommend,recommend
7122,12243,unending,unend,unend,unend
7123,12244,pending,pend,pend,pend
7124,12245,depending,depend,depend,depend
7125,12246,impending,impend,impend,impend
7126,12247,spending,spend,spend,spend
7127,12248,sending,send,send,send
7128,12249,tending,tend,tend,tend
7129,12250,pretending,pretend,pretend,pretend
7130,12251,intending,intend,intend,intend
7131,12252,contending,contend,contend,contend
7132,12253,attending,attend,attend,attend
7133,12254,extending,extend,extend,extend
7134,12255,vending,vend,vend,vend
7135,12256,binding,bind,bind,bind
7136,12257,finding,find,find,find
7137,12258,blinding,blind,blind,blind
7138,12259,reminding,remind,remind,remind
7139,12260,masterminding,mastermind,mastermind,mastermind
7140,12261,grinding,grind,grind,grind
7141,12262,winding,wind,wind,wind
7142,12263,unwinding,unwind,unwind,unwind
7143,12264,bonding,bond,bond,bond
7144,12265,responding,respond,respond,respond
7145,12266,corresponding,correspond,correspond,correspond
7146,12267,funding,fund,fund,fund
7147,12268,bounding,bound,bound,bound
7148,12269,abounding,abound,abound,abound
7149,12270,founding,found,found,found
7150,12271,confounding,confound,confound,confound
7151,12272,pounding,pound,pound,pound
7152,12273,compounding,compound,compound,compound
7153,12274,expounding,expound,expound,expound
7154,12275,rounding,round,round,round
7155,12276,grounding,ground,ground,ground
7156,12277,surrounding,surround,surround,surround
7157,12278,sounding,sound,sound,sound
7158,12279,resounding,resound,resound,resound
7159,12280,astounding,astound,astound,astound
7160,12281,wounding,wound,wound,wound
7161,12282,foreboding,forebod,forebod,forebod
7162,12284,exploding,explod,explod,explod
7163,12285,flooding,flood,flood,flood
7164,12286,brooding,brood,brood,brood
7165,12287,corroding,corrod,corrod,corrod
7166,12288,bombarding,bombard,bombard,bombard
7167,12289,regarding,regard,regard,regard
7168,12290,disregarding,disregard,disregard,disregard
7169,12291,harding,hard,hard,hard
7170,12292,boarding,board,board,board
7171,12293,keyboarding,keyboard,keyboard,keyboard
7172,12294,retarding,retard,retard,retard
7173,12295,guarding,guard,guard,guard
7174,12296,awarding,award,award,award
7175,12297,rewarding,reward,reward,reward
7176,12298,unrewarding,unreward,unreward,unreward
7177,12299,forwarding,forward,forward,forward
7178,12300,herding,herd,herd,herd
7179,12301,undergirding,undergird,undergird,undergird
7180,12302,according,accord,accord,accord
7181,12303,recording,record,record,record
7182,12304,affording,afford,afford,afford
7183,12305,wording,word,word,word
7184,12306,applauding,applaud,applaud,applaud
7185,12307,including,includ,includ,includ
7186,12308,concluding,conclud,conclud,conclud
7187,12309,excluding,exclud,exclud,exclud
7188,12310,eluding,elud,elud,elud
7189,12311,deluding,delud,delud,delud
7190,12312,alluding,allud,allud,allud
7191,12313,intruding,intrud,intrud,intrud
7192,12314,protruding,protrud,protrud,protrud
7193,12315,extruding,extrud,extrud,extrud
7194,12316,crowding,crowd,crowd,crowd
7195,12317,overcrowding,overcrowd,overcrowd,overcrowd
7196,12318,wellbeing,wellb,wellb,wellb
7197,12319,geeing,gee,gee,gee
7198,12324,seeing,see,see,see
7199,12328,boeing,boe,boe,boe
7200,12329,tiptoeing,tipto,tipto,tipto
7201,12330,dyeing,dye,dye,dye
7202,12332,fing,fing,fing,fing
7203,12335,briefing,brief,brief,brief
7204,12346,golfing,golf,golf,golf
7205,12347,engulfing,engulf,engulf,engulf
7206,12348,roofing,roof,roof,roof
7207,12349,waterproofing,waterproof,waterproof,waterproof
7208,12370,edging,edg,edg,edg
7209,12371,acknowledging,acknowledg,acknowledg,acknowledg
7210,12372,dodging,dodg,dodg,dodg
7211,12373,lodging,lodg,lodg,lodg
7212,12374,judging,judg,judg,judg
7213,12375,adjudging,adjudg,adjudg,adjudg
7214,12376,nudging,nudg,nudg,nudg
7215,12377,besieging,besieg,besieg,besieg
7216,12378,alleging,alleg,alleg,alleg
7217,12379,gagging,gag,gag,gag
7218,12380,unflagging,unflag,unflag,unflag
7219,12381,nagging,nag,nag,nag
7220,12382,ragging,rag,rag,rag
7221,12383,bragging,brag,brag,brag
7222,12384,dragging,drag,drag,drag
7223,12385,sagging,sag,sag,sag
7224,12386,tagging,tag,tag,tag
7225,12387,wagging,wag,wag,wag
7226,12388,zigzagging,zigzag,zigzag,zigzag
7227,12389,begging,beg,beg,beg
7228,12390,bootlegging,bootleg,bootleg,bootleg
7229,12391,pegging,peg,peg,peg
7230,12392,digging,dig,dig,dig
7231,12393,rigging,rig,rig,rig
7232,12394,hogging,hog,hog,hog
7233,12395,logging,log,log,log
7234,12396,clogging,clog,clog,clog
7235,12397,bugging,bug,bug,bug
7236,12398,hugging,hug,hug,hug
7237,12399,chugging,chug,chug,chug
7238,12400,plugging,plug,plug,plug
7239,12401,slugging,slug,slug,slug
7240,12402,drugging,drug,drug,drug
7241,12403,tugging,tug,tug,tug
7242,12404,bulging,bulg,bulg,bulg
7243,12405,indulging,indulg,indulg,indulg
7244,12406,divulging,divulg,divulg,divulg
7245,12407,banging,bang,bang,bang
7246,12408,hanging,hang,hang,hang
7247,12409,changing,chang,chang,chang
7248,12410,unchanging,unchang,unchang,unchang
7249,12411,exchanging,exchang,exchang,exchang
7250,12412,cliffhanging,cliffhang,cliffhang,cliffhang
7251,12413,ranging,rang,rang,rang
7252,12414,arranging,arrang,arrang,arrang
7253,12415,rearranging,rearrang,rearrang,rearrang
7254,12416,estranging,estrang,estrang,estrang
7255,12417,challenging,challeng,challeng,challeng
7256,12418,avenging,aveng,aveng,aveng
7257,12419,scavenging,scaveng,scaveng,scaveng
7258,12420,clinging,cling,cling,cling
7259,12421,slinging,sling,sling,sling
7260,12423,pinging,ping,ping,ping
7261,12425,ringing,ring,ring,ring
7262,12426,bringing,bring,bring,bring
7263,12428,cringing,cring,cring,cring
7264,12431,singing,sing,sing,sing
7265,12432,stinging,sting,sting,sting
7266,12433,winging,wing,wing,wing
7267,12434,swinging,swing,swing,swing
7268,12435,longing,long,long,long
7269,12436,belonging,belong,belong,belong
7270,12437,prolonging,prolong,prolong,prolong
7271,12438,sponging,spong,spong,spong
7272,12439,plunging,plung,plung,plung
7273,12440,lounging,loung,loung,loung
7274,12442,expunging,expung,expung,expung
7275,12443,barging,barg,barg,barg
7276,12444,charging,charg,charg,charg
7277,12445,discharging,discharg,discharg,discharg
7278,12446,enlarging,enlarg,enlarg,enlarg
7279,12447,merging,merg,merg,merg
7280,12448,submerging,submerg,submerg,submerg
7281,12449,emerging,emerg,emerg,emerg
7282,12450,diverging,diverg,diverg,diverg
7283,12451,forging,forg,forg,forg
7284,12452,gorging,gorg,gorg,gorg
7285,12453,urging,urg,urg,urg
7286,12454,purging,purg,purg,purg
7287,12455,surging,surg,surg,surg
7288,12456,centrifuging,centrifug,centrifug,centrifug
7289,12457,gouging,goug,goug,goug
7290,12458,ching,ching,ching,ching
7291,12459,aching,ach,ach,ach
7292,12460,beaching,beach,beach,beach
7293,12461,bleaching,bleach,bleach,bleach
7294,12462,reaching,reach,reach,reach
7295,12463,breaching,breach,breach,breach
7296,12464,preaching,preach,preach,preach
7297,12465,teaching,teach,teach,teach
7298,12466,coaching,coach,coach,coach
7299,12467,encroaching,encroach,encroach,encroach
7300,12468,approaching,approach,approach,approach
7301,12469,attaching,attach,attach,attach
7302,12471,enriching,enrich,enrich,enrich
7303,12472,belching,belch,belch,belch
7304,12473,mulching,mulch,mulch,mulch
7305,12474,blanching,blanch,blanch,blanch
7306,12475,branching,branch,branch,branch
7307,12476,retrenching,retrench,retrench,retrench
7308,12477,wrenching,wrench,wrench,wrench
7309,12478,quenching,quench,quench,quench
7310,12479,flinching,flinch,flinch,flinch
7311,12480,pinching,pinch,pinch,pinch
7312,12481,launching,launch,launch,launch
7313,12482,munching,munch,munch,munch
7314,12483,punching,punch,punch,punch
7315,12484,smooching,smooch,smooch,smooch
7316,12485,arching,arch,arch,arch
7317,12486,searching,search,search,search
7318,12487,researching,research,research,research
7319,12488,marching,march,march,march
7320,12489,besmirching,besmirch,besmirch,besmirch
7321,12490,lurching,lurch,lurch,lurch
7322,12491,catching,catch,catch,catch
7323,12492,hatching,hatch,hatch,hatch
7324,12493,matching,match,match,match
7325,12494,snatching,snatch,snatch,snatch
7326,12495,dispatching,dispatch,dispatch,dispatch
7327,12497,watching,watch,watch,watch
7328,12498,fetching,fetch,fetch,fetch
7329,12499,sketching,sketch,sketch,sketch
7330,12500,retching,retch,retch,retch
7331,12502,itching,itch,itch,itch
7332,12503,hitching,hitch,hitch,hitch
7333,12504,pitching,pitch,pitch,pitch
7334,12505,backstitching,backstitch,backstitch,backstitch
7335,12506,bewitching,bewitch,bewitch,bewitch
7336,12507,switching,switch,switch,switch
7337,12508,twitching,twitch,twitch,twitch
7338,12509,notching,notch,notch,notch
7339,12510,clutching,clutch,clutch,clutch
7340,12511,crouching,crouch,crouch,crouch
7341,12512,touching,touch,touch,touch
7342,12513,retouching,retouch,retouch,retouch
7343,12514,vouching,vouch,vouch,vouch
7344,12515,weighing,weigh,weigh,weigh
7345,12516,sighing,sigh,sigh,sigh
7346,12517,laughing,laugh,laugh,laugh
7347,12518,coughing,cough,cough,cough
7348,12519,paragraphing,paragraph,paragraph,paragraph
7349,12520,telegraphing,telegraph,telegraph,telegraph
7350,12521,photographing,photograph,photograph,photograph
7351,12522,harrumphing,harrumph,harrumph,harrumph
7352,12523,dashing,dash,dash,dash
7353,12524,unleashing,unleash,unleash,unleash
7354,12525,lashing,lash,lash,lash
7355,12526,flashing,flash,flash,flash
7356,12528,slashing,slash,slash,slash
7357,12529,mashing,mash,mash,mash
7358,12530,smashing,smash,smash,smash
7359,12531,gnashing,gnash,gnash,gnash
7360,12532,crashing,crash,crash,crash
7361,12533,squashing,squash,squash,squash
7362,12534,washing,wash,wash,wash
7363,12535,brainwashing,brainwash,brainwash,brainwash
7364,12536,refreshing,refresh,refresh,refresh
7365,12541,fishing,fish,fish,fish
7366,12565,wishing,wish,wish,wish
7367,12566,pershing,persh,persh,persh
7368,12567,blushing,blush,blush,blush
