Lancaster,Original,Porter,Snowball
crowbait,['crowbait'],['crowbait'],['crowbait']
crowd,"['crowded', 'crowd', 'crowding', 'crowder', 'crowds']","['crowd', 'crowd', 'crowd', 'crowder', 'crowd']","['crowd', 'crowd', 'crowd', 'crowder', 'crowd']"
crown,"['crowned', 'crowning', 'crown', 'crowns']","['crown', 'crown', 'crown', 'crown']","['crown', 'crown', 'crown', 'crown']"
croydon,['croydon'],['croydon'],['croydon']
crozy,['crozier'],['crozier'],['crozier']
cru,"['cruise', 'cruising', 'cruiser', 'cruises', 'cruisers', 'crus']","['cruis', 'cruis', 'cruiser', 'cruis', 'cruiser', 'cru']","['cruis', 'cruis', 'cruiser', 'cruis', 'cruiser', 'crus']"
cruc,"['crucified', 'crucible', 'crucifying', 'crucial', 'crucially']","['crucifi', 'crucibl', 'crucifi', 'crucial', 'crucial']","['crucifi', 'crucibl', 'crucifi', 'crucial', 'crucial']"
crucifict,['crucifixion'],['crucifixion'],['crucifixion']
crucifix,['crucifix'],['crucifix'],['crucifix']
crud,"['crude', 'crudities', 'crudely', 'crudity']","['crude', 'cruditi', 'crude', 'cruditi']","['crude', 'cruditi', 'crude', 'cruditi']"
crudest,['crudest'],['crudest'],['crudest']
cruel,"['cruel', 'cruelly', 'cruelty']","['cruel', 'cruelli', 'cruelti']","['cruel', 'cruelli', 'cruelti']"
cruelest,['cruelest'],['cruelest'],['cruelest']
crumb,['crumb'],['crumb'],['crumb']
crumbl,"['crumbled', 'crumble', 'crumbling', 'crumbly']","['crumbl', 'crumbl', 'crumbl', 'crumbl']","['crumbl', 'crumbl', 'crumbl', 'crumbl']"
cruml,['crumlish'],['crumlish'],['crumlish']
crumley,['crumley'],['crumley'],['crumley']
crummy,['crummy'],['crummi'],['crummi']
crump,['crump'],['crump'],['crump']
crumpl,['crumpled'],['crumpl'],['crumpl']
crunch,"['crunched', 'crunch']","['crunch', 'crunch']","['crunch', 'crunch']"
crup,['crupper'],['crupper'],['crupper']
crusad,"['crusade', 'crusading', 'crusader', 'crusades', 'crusaders']","['crusad', 'crusad', 'crusad', 'crusad', 'crusad']","['crusad', 'crusad', 'crusad', 'crusad', 'crusad']"
crush,"['crushed', 'crushing', 'crush', 'crusher', 'crushers']","['crush', 'crush', 'crush', 'crusher', 'crusher']","['crush', 'crush', 'crush', 'crusher', 'crusher']"
crust,"['crusted', 'crust']","['crust', 'crust']","['crust', 'crust']"
crutch,"['crutch', 'crutches']","['crutch', 'crutch']","['crutch', 'crutch']"
crux,['crux'],['crux'],['crux']
cruz,['cruz'],['cruz'],['cruz']
cry,"['crying', 'cry']","['cri', 'cri']","['cri', 'cri']"
cryost,['cryostat'],['cryostat'],['cryostat']
crypt,"['cryptic', 'crypt']","['cryptic', 'crypt']","['cryptic', 'crypt']"
cryptograph,['cryptographic'],['cryptograph'],['cryptograph']
cryst,"['crystal', 'crystals']","['crystal', 'crystal']","['crystal', 'crystal']"
crystal,"['crystallized', 'crystallize', 'crystallizing', 'crystallization']","['crystal', 'crystal', 'crystal', 'crystal']","['crystal', 'crystal', 'crystal', 'crystal']"
crystallin,['crystalline'],['crystallin'],['crystallin']
crystallit,"['crystallite', 'crystallites']","['crystallit', 'crystallit']","['crystallit', 'crystallit']"
crystallograph,"['crystallographic', 'crystallographers', 'crystallography']","['crystallograph', 'crystallograph', 'crystallographi']","['crystallograph', 'crystallograph', 'crystallographi']"
csf,['csf'],['csf'],['csf']
ct,['ct'],['ct'],['ct']
cta,['cta'],['cta'],['cta']
ctca,['ctca'],['ctca'],['ctca']
cu,['cu'],['cu'],['cu']
cub,"['cuba', 'cubic', 'cubed', 'cube', 'cubism', 'cuban', 'cubs', 'cubes', 'cubans', 'cubists', 'cubist']","['cuba', 'cubic', 'cube', 'cube', 'cubism', 'cuban', 'cub', 'cube', 'cuban', 'cubist', 'cubist']","['cuba', 'cubic', 'cube', 'cube', 'cubism', 'cuban', 'cub', 'cube', 'cuban', 'cubist', 'cubist']"
cuba,['cubas'],['cuba'],['cuba']
cubbyhol,['cubbyhole'],['cubbyhol'],['cubbyhol']
cuckoo,['cuckoo'],['cuckoo'],['cuckoo']
cud,['cud'],['cud'],['cud']
cuddleback,['cuddleback'],['cuddleback'],['cuddleback']
cudgel,['cudgels'],['cudgel'],['cudgel']
cudkowicz,['cudkowicz'],['cudkowicz'],['cudkowicz']
cudm,['cudmore'],['cudmor'],['cudmor']
cue,"['cue', 'cues']","['cue', 'cue']","['cue', 'cue']"
cuff,"['cuff', 'cuffs']","['cuff', 'cuff']","['cuff', 'cuff']"
cufflink,['cufflinks'],['cufflink'],['cufflink']
cuirassy,['cuirassiers'],['cuirassi'],['cuirassi']
cuisin,['cuisine'],['cuisin'],['cuisin']
cuky,['cukya'],['cukya'],['cukya']
culbertson,['culbertson'],['culbertson'],['culbertson']
culmin,"['culminated', 'culminate', 'culminating', 'culmination', 'culminates']","['culmin', 'culmin', 'culmin', 'culmin', 'culmin']","['culmin', 'culmin', 'culmin', 'culmin', 'culmin']"
culmon,['culmone'],['culmon'],['culmon']
culpa,['culpas'],['culpa'],['culpa']
culprit,"['culprits', 'culprit']","['culprit', 'culprit']","['culprit', 'culprit']"
cult,"['cultured', 'cultivated', 'culture', 'cultivate', 'culte', 'cultivating', 'cultural', 'cultivation', 'cultures', 'cultivates', 'cults', 'cult', 'cultist', 'culturally']","['cultur', 'cultiv', 'cultur', 'cultiv', 'cult', 'cultiv', 'cultur', 'cultiv', 'cultur', 'cultiv', 'cult', 'cult', 'cultist', 'cultur']","['cultur', 'cultiv', 'cultur', 'cultiv', 'cult', 'cultiv', 'cultur', 'cultiv', 'cultur', 'cultiv', 'cult', 'cult', 'cultist', 'cultur']"
culv,"['culver', 'culvers']","['culver', 'culver']","['culver', 'culver']"
cum,"['cumulate', 'cumulative']","['cumul', 'cumul']","['cumul', 'cumul']"
cumar,['cumara'],['cumara'],['cumara']
cumbanchero,['cumbancheros'],['cumbanchero'],['cumbanchero']
cumberland,['cumberland'],['cumberland'],['cumberland']
cumbersom,['cumbersome'],['cumbersom'],['cumbersom']
cumhuriyet,['cumhuriyet'],['cumhuriyet'],['cumhuriyet']
cumin,['cumin'],['cumin'],['cumin']
cumul,['cumulus'],['cumulu'],['cumulus']
cun,"['cunning', 'cun', 'cunningly']","['cun', 'cun', 'cunningli']","['cun', 'cun', 'cun']"
cunard,"['cunard', 'cunards']","['cunard', 'cunard']","['cunard', 'cunard']"
cunningham,"['cunningham', 'cunninghams']","['cunningham', 'cunningham']","['cunningham', 'cunningham']"
cup,"['cupped', 'cupful', 'cup', 'cups']","['cup', 'cup', 'cup', 'cup']","['cup', 'cup', 'cup', 'cup']"
cupboard,"['cupboard', 'cupboards']","['cupboard', 'cupboard']","['cupboard', 'cupboard']"
cupply,['cupply'],['cuppli'],['cuppli']
cur,"['curia', 'cured', 'cure', 'curative', 'curing', 'curator', 'cur', 'currencies', 'cures', 'currants', 'currents', 'currant', 'current', 'currency', 'curly', 'currently']","['curia', 'cure', 'cure', 'cur', 'cure', 'curat', 'cur', 'currenc', 'cure', 'currant', 'current', 'currant', 'current', 'currenc', 'curli', 'current']","['curia', 'cure', 'cure', 'curat', 'cure', 'curat', 'cur', 'currenc', 'cure', 'currant', 'current', 'currant', 'current', 'currenc', 'cur', 'current']"
curb,"['curb', 'curbing', 'curbs']","['curb', 'curb', 'curb']","['curb', 'curb', 'curb']"
curbsid,['curbside'],['curbsid'],['curbsid']
curd,"['curd', 'curds']","['curd', 'curd']","['curd', 'curd']"
curdl,['curdling'],['curdl'],['curdl']
curet,['curettage'],['curettag'],['curettag']
curia,['curiae'],['curia'],['curia']
curio,['curio'],['curio'],['curio']
curios,['curiosity'],['curios'],['curios']
curl,"['curled', 'curling', 'curl', 'curls']","['curl', 'curl', 'curl', 'curl']","['curl', 'curl', 'curl', 'curl']"
curricul,"['curricula', 'curriculum', 'curricular']","['curricula', 'curriculum', 'curricular']","['curricula', 'curriculum', 'curricular']"
curriculum,['curriculums'],['curriculum'],['curriculum']
curry,"['currys', 'curry']","['curri', 'curri']","['curri', 'curri']"
curs,"['cursed', 'curse', 'cursing', 'curses', 'cursory']","['curs', 'curs', 'curs', 'curs', 'cursori']","['curs', 'curs', 'curs', 'curs', 'cursori']"
curst,['curst'],['curst'],['curst']
curt,"['curtis', 'curtness', 'curts', 'curt', 'curtly']","['curti', 'curt', 'curt', 'curt', 'curtli']","['curti', 'curt', 'curt', 'curt', 'curt']"
curtail,"['curtailed', 'curtail']","['curtail', 'curtail']","['curtail', 'curtail']"
curtain,"['curtained', 'curtain', 'curtains']","['curtain', 'curtain', 'curtain']","['curtain', 'curtain', 'curtain']"
curtin,['curtin'],['curtin'],['curtin']
curtiss,['curtiss'],['curtiss'],['curtiss']
curtsey,['curtseyed'],['curtsey'],['curtsey']
curv,"['curved', 'curvature', 'curve', 'curving', 'curves']","['curv', 'curvatur', 'curv', 'curv', 'curv']","['curv', 'curvatur', 'curv', 'curv', 'curv']"
curvac,['curvaceously'],['curvac'],['curvac']
cury,"['curie', 'curious', 'curiously', 'cury']","['curi', 'curiou', 'curious', 'curi']","['curi', 'curious', 'curious', 'curi']"
curzon,"['curzon', 'curzons']","['curzon', 'curzon']","['curzon', 'curzon']"
cus,['cusa'],['cusa'],['cusa']
cush,"['cushioning', 'cushion', 'cushions']","['cushion', 'cushion', 'cushion']","['cushion', 'cushion', 'cushion']"
cushm,['cushman'],['cushman'],['cushman']
cusp,['cusp'],['cusp'],['cusp']
cust,"['custer', 'custers']","['custer', 'custer']","['custer', 'custer']"
custod,"['custodial', 'custodian']","['custodi', 'custodian']","['custodi', 'custodian']"
custody,['custody'],['custodi'],['custodi']
custom,"['custom', 'customer', 'customs', 'customers', 'customarily', 'customary']","['custom', 'custom', 'custom', 'custom', 'customarili', 'customari']","['custom', 'custom', 'custom', 'custom', 'customarili', 'customari']"
customh,['customhouse'],['customhous'],['customhous']
cut,"['cute', 'cutting', 'cutter', 'cuttings', 'cutters', 'cuts', 'cut']","['cute', 'cut', 'cutter', 'cut', 'cutter', 'cut', 'cut']","['cute', 'cut', 'cutter', 'cut', 'cutter', 'cut', 'cut']"
cutback,['cutback'],['cutback'],['cutback']
cutest,['cutest'],['cutest'],['cutest']
cutlass,['cutlass'],['cutlass'],['cutlass']
cutlet,['cutlets'],['cutlet'],['cutlet']
cutoff,['cutoff'],['cutoff'],['cutoff']
cutout,['cutouts'],['cutout'],['cutout']
cutthro,['cutthroat'],['cutthroat'],['cutthroat']
cv,['cv'],['cv'],['cv']
cwt,['cwt'],['cwt'],['cwt']
cyc,"['cycled', 'cycle', 'cyclical', 'cycles', 'cyclist', 'cycly']","['cycl', 'cycl', 'cyclic', 'cycl', 'cyclist', 'cycli']","['cycl', 'cycl', 'cyclic', 'cycl', 'cyclist', 'cyc']"
cyclad,['cyclades'],['cyclad'],['cyclad']
cyclohexanol,['cyclohexanol'],['cyclohexanol'],['cyclohexanol']
cycloram,['cyclorama'],['cyclorama'],['cyclorama']
cygn,['cygne'],['cygn'],['cygn']
cylind,"['cylinder', 'cylinders']","['cylind', 'cylind']","['cylind', 'cylind']"
cylindr,['cylindrical'],['cylindr'],['cylindr']
cyn,"['cynical', 'cynicism', 'cynics', 'cynically']","['cynic', 'cynic', 'cynic', 'cynic']","['cynic', 'cynic', 'cynic', 'cynic']"
cynewulf,['cynewulf'],['cynewulf'],['cynewulf']
cynth,['cynthia'],['cynthia'],['cynthia']
cypr,['cyprian'],['cyprian'],['cyprian']
cypress,['cypress'],['cypress'],['cypress']
cyr,"['cyr', 'cyrus']","['cyr', 'cyru']","['cyr', 'cyrus']"
cyril,['cyril'],['cyril'],['cyril']
cyst,['cysts'],['cyst'],['cyst']
cytolys,['cytolysis'],['cytolysi'],['cytolysi']
cytoplasm,['cytoplasm'],['cytoplasm'],['cytoplasm']
czar,"['czarship', 'czar']","['czarship', 'czar']","['czarship', 'czar']"
czarin,['czarina'],['czarina'],['czarina']
czarina,['czarinas'],['czarina'],['czarina']
czechoslovak,['czechoslovakia'],['czechoslovakia'],['czechoslovakia']
czerny,['czerny'],['czerni'],['czerni']
d,['d'],['d'],['d']
da,['da'],['da'],['da']
dab,"['dabbed', 'dabbing']","['dab', 'dab']","['dab', 'dab']"
dabbl,"['dabbled', 'dabbling', 'dabbler', 'dabbles']","['dabbl', 'dabbl', 'dabbler', 'dabbl']","['dabbl', 'dabbl', 'dabbler', 'dabbl']"
dabhumaksanigaluaha,['dabhumaksanigaluahai'],['dabhumaksanigaluahai'],['dabhumaksanigaluahai']
dachshund,['dachshund'],['dachshund'],['dachshund']
dack,['dack'],['dack'],['dack']
dactyl,['dactyls'],['dactyl'],['dactyl']
dad,"['dad', 'dade', 'dades']","['dad', 'dade', 'dade']","['dad', 'dade', 'dade']"
dada,"['dadaism', 'dadaist']","['dadaism', 'dadaist']","['dadaism', 'dadaist']"
daddy,"['daddys', 'daddy']","['daddi', 'daddi']","['daddi', 'daddi']"
daer,['daer'],['daer'],['daer']
daffodil,['daffodils'],['daffodil'],['daffodil']
dag,"['dag', 'dagers']","['dag', 'dager']","['dag', 'dager']"
daggerm,['daggerman'],['daggerman'],['daggerman']
dai,"['dais', 'daily']","['dai', 'daili']","['dai', 'daili']"
dailey,['dailey'],['dailey'],['dailey']
dainty,"['daintily', 'dainty']","['daintili', 'dainti']","['daintili', 'dainti']"
dairy,['dairy'],['dairi'],['dairi']
dais,['daises'],['dais'],['dais']
daisy,['daisies'],['daisi'],['daisi']
dak,['dak'],['dak'],['dak']
dakot,['dakota'],['dakota'],['dakota']
dal,"['dale', 'dali', 'dales', 'dalles']","['dale', 'dali', 'dale', 'dall']","['dale', 'dali', 'dale', 'dall']"
dalbert,['dalbert'],['dalbert'],['dalbert']
daley,['daley'],['daley'],['daley']
dalla,['dallas'],['dalla'],['dalla']
dalloway,['dalloway'],['dalloway'],['dalloway']
dalton,"['dalton', 'daltons']","['dalton', 'dalton']","['dalton', 'dalton']"
daly,['daly'],['dali'],['dali']
dalzel,['dalzell'],['dalzel'],['dalzel']
dam,"['damaged', 'damed', 'dammed', 'damage', 'dame', 'damaging', 'dam', 'damages', 'dams']","['damag', 'dame', 'dam', 'damag', 'dame', 'damag', 'dam', 'damag', 'dam']","['damag', 'dame', 'dam', 'damag', 'dame', 'damag', 'dam', 'damag', 'dam']"
dama,['damas'],['dama'],['dama']
damasc,['damascus'],['damascu'],['damascus']
dammit,['dammit'],['dammit'],['dammit']
damn,"['damned', 'damning', 'damn', 'damnation']","['damn', 'damn', 'damn', 'damnat']","['damn', 'damn', 'damn', 'damnat']"
damnit,['damnit'],['damnit'],['damnit']
damo,['damours'],['damour'],['damour']
damon,['damon'],['damon'],['damon']
damp,"['dampened', 'dampening', 'dampen', 'damp', 'dampness']","['dampen', 'dampen', 'dampen', 'damp', 'damp']","['dampen', 'dampen', 'dampen', 'damp', 'damp']"
damsel,['damsel'],['damsel'],['damsel']
dan,"['dana', 'dane', 'danish', 'dan', 'danes', 'dans']","['dana', 'dane', 'danish', 'dan', 'dane', 'dan']","['dana', 'dane', 'danish', 'dan', 'dane', 'dan']"
dana,['danas'],['dana'],['dana']
danah,['danaher'],['danah'],['danah']
danbury,['danbury'],['danburi'],['danburi']
dancelik,['dancelike'],['dancelik'],['dancelik']
danchin,['danchin'],['danchin'],['danchin']
dandel,['dandelion'],['dandelion'],['dandelion']
dandy,"['dandys', 'dandy', 'dandily']","['dandi', 'dandi', 'dandili']","['dandi', 'dandi', 'dandili']"
danehy,['danehy'],['danehi'],['danehi']
dang,"['danged', 'dang', 'danger', 'dangers', 'dangerous', 'dangerously']","['dang', 'dang', 'danger', 'danger', 'danger', 'danger']","['dang', 'dang', 'danger', 'danger', 'danger', 'danger']"
dangl,"['dangled', 'dangle', 'dangling']","['dangl', 'dangl', 'dangl']","['dangl', 'dangl', 'dangl']"
daniel,"['daniel', 'daniels']","['daniel', 'daniel']","['daniel', 'daniel']"
dank,['dank'],['dank'],['dank']
danl,['danl'],['danl'],['danl']
dannehow,['dannehower'],['dannehow'],['dannehow']
danny,"['dannys', 'danny']","['danni', 'danni']","['danni', 'danni']"
dans,['danseur'],['danseur'],['danseur']
dant,"['danced', 'dance', 'dante', 'dancing', 'dancer', 'dances', 'dantes', 'dancers']","['danc', 'danc', 'dant', 'danc', 'dancer', 'danc', 'dant', 'dancer']","['danc', 'danc', 'dant', 'danc', 'dancer', 'danc', 'dant', 'dancer']"
danub,"['danube', 'danubian']","['danub', 'danubian']","['danub', 'danubian']"
danvil,['danville'],['danvil'],['danvill']
danzig,['danzig'],['danzig'],['danzig']
dap,['dapper'],['dapper'],['dapper']
daphn,['daphne'],['daphn'],['daphn']
dappertutto,['dappertutto'],['dappertutto'],['dappertutto']
dappl,['dappled'],['dappl'],['dappl']
dar,"['dared', 'dare', 'daring', 'dares']","['dare', 'dare', 'dare', 'dare']","['dare', 'dare', 'dare', 'dare']"
darbuk,['darbuka'],['darbuka'],['darbuka']
darg,['dargent'],['dargent'],['dargent']
dari,['darius'],['dariu'],['darius']
darin,['darin'],['darin'],['darin']
dark,"['darkened', 'darkening', 'dark', 'darker', 'darkness', 'darkly']","['darken', 'darken', 'dark', 'darker', 'dark', 'darkli']","['darken', 'darken', 'dark', 'darker', 'dark', 'dark']"
darkest,['darkest'],['darkest'],['darkest']
darkhair,['darkhaired'],['darkhair'],['darkhair']
darkl,['darkling'],['darkl'],['darkl']
darl,"['darlene', 'darling', 'darlings']","['darlen', 'darl', 'darl']","['darlen', 'darl', 'darl']"
darlay,['darlay'],['darlay'],['darlay']
darlin,['darlin'],['darlin'],['darlin']
darn,"['darned', 'darn']","['darn', 'darn']","['darn', 'darn']"
darnel,['darnell'],['darnel'],['darnel']
darrel,['darrell'],['darrel'],['darrel']
darrow,['darrow'],['darrow'],['darrow']
dart,"['darted', 'darting', 'dart']","['dart', 'dart', 'dart']","['dart', 'dart', 'dart']"
dartaguet,['dartaguette'],['dartaguett'],['dartaguett']
dartmou,['dartmouth'],['dartmouth'],['dartmouth']
dartmouth,['dartmouths'],['dartmouth'],['dartmouth']
darw,['darwen'],['darwen'],['darwen']
darwin,"['darwinism', 'darwin', 'darwins']","['darwin', 'darwin', 'darwin']","['darwin', 'darwin', 'darwin']"
das,['das'],['da'],['das']
dash,"['dashed', 'dashing', 'dash', 'dashes']","['dash', 'dash', 'dash', 'dash']","['dash', 'dash', 'dash', 'dash']"
dashboard,['dashboard'],['dashboard'],['dashboard']
dashiel,['dashiell'],['dashiel'],['dashiel']
dashwood,['dashwood'],['dashwood'],['dashwood']
dat,"['data', 'dated', 'date', 'dating', 'datum', 'dates']","['data', 'date', 'date', 'date', 'datum', 'date']","['data', 'date', 'date', 'date', 'datum', 'date']"
datelin,['datelined'],['datelin'],['datelin']
daub,['daubed'],['daub'],['daub']
daught,"['daughter', 'daughters']","['daughter', 'daughter']","['daughter', 'daughter']"
daumont,['daumont'],['daumont'],['daumont']
daunt,"['daunted', 'daunt']","['daunt', 'daunt']","['daunt', 'daunt']"
dauntless,['dauntless'],['dauntless'],['dauntless']
dauphin,"['dauphine', 'dauphin']","['dauphin', 'dauphin']","['dauphin', 'dauphin']"
dav,"['dave', 'daves', 'davis']","['dave', 'dave', 'davi']","['dave', 'dave', 'davi']"
davao,['davao'],['davao'],['davao']
davenport,['davenport'],['davenport'],['davenport']
david,"['david', 'davids']","['david', 'david']","['david', 'david']"
davidson,"['davidson', 'davidsons']","['davidson', 'davidson']","['davidson', 'davidson']"
davit,['davits'],['davit'],['davit']
davy,"['davys', 'davy']","['davi', 'davi']","['davi', 'davi']"
