Snowball,Original,Porter,Lancaster
contend,"['contended', 'contend', 'contending', 'contender', 'contends']","['contend', 'contend', 'contend', 'contend', 'contend']","['contend', 'contend', 'contend', 'contend', 'contend']"
contender,['contendere'],['contender'],['contend']
content,"['contented', 'contenting', 'contention', 'contentions', 'contents', 'contentment', 'content', 'contentedly']","['content', 'content', 'content', 'content', 'content', 'content', 'content', 'contentedli']","['cont', 'cont', 'cont', 'cont', 'cont', 'cont', 'cont', 'cont']"
contest,"['contested', 'contestants', 'contests', 'contest']","['contest', 'contest', 'contest', 'contest']","['contest', 'contest', 'contest', 'contest']"
context,"['contexts', 'context']","['context', 'context']","['context', 'context']"
contigu,['contiguous'],['contigu'],['contigu']
contin,"['continence', 'continents', 'continent']","['contin', 'contin', 'contin']","['contin', 'contin', 'contin']"
continent,"['continental', 'continentally']","['continent', 'continent']","['contin', 'contin']"
conting,"['contingencies', 'contingents', 'contingent', 'contingency']","['conting', 'conting', 'conting', 'conting']","['cont', 'cont', 'cont', 'cont']"
continu,"['continued', 'continuance', 'continue', 'continuing', 'continual', 'continuation', 'continuities', 'continues', 'continuous', 'continually', 'continuously', 'continuity']","['continu', 'continu', 'continu', 'continu', 'continu', 'continu', 'continu', 'continu', 'continu', 'continu', 'continu', 'continu']","['continu', 'continu', 'continu', 'continu', 'contin', 'continu', 'continu', 'continu', 'continu', 'contin', 'continu', 'continu']"
continuo,['continuo'],['continuo'],['continuo']
continuum,['continuum'],['continuum'],['continu']
contort,"['contorted', 'contortion']","['contort', 'contort']","['contort', 'contort']"
contour,"['contouring', 'contour', 'contours']","['contour', 'contour', 'contour']","['conto', 'conto', 'conto']"
contraband,['contraband'],['contraband'],['contraband']
contrabass,['contrabass'],['contrabass'],['contrabass']
contracept,"['contraceptive', 'contraception', 'contraceptives']","['contracept', 'contracept', 'contracept']","['contraceiv', 'contraceiv', 'contraceiv']"
contract,"['contracted', 'contracting', 'contraction', 'contracts', 'contract']","['contract', 'contract', 'contract', 'contract', 'contract']","['contract', 'contract', 'contract', 'contract', 'contract']"
contractor,"['contractor', 'contractors']","['contractor', 'contractor']","['contract', 'contract']"
contractu,['contractual'],['contractu'],['contract']
contradict,"['contradicted', 'contradiction', 'contradictions', 'contradicts', 'contradict']","['contradict', 'contradict', 'contradict', 'contradict', 'contradict']","['contradict', 'contradict', 'contradict', 'contradict', 'contradict']"
contradictori,['contradictory'],['contradictori'],['contradict']
contradictorili,['contradictorily'],['contradictorili'],['contradict']
contradistinct,['contradistinction'],['contradistinct'],['contradistinct']
contralto,['contralto'],['contralto'],['contralto']
contrapt,['contraptions'],['contrapt'],['contrapt']
contrari,['contrary'],['contrari'],['cont']
contrarieti,['contrarieties'],['contrarieti'],['cont']
contrarili,['contrarily'],['contrarili'],['cont']
contrast,"['contrasted', 'contrasting', 'contrasts', 'contrast']","['contrast', 'contrast', 'contrast', 'contrast']","['contrast', 'contrast', 'contrast', 'contrast']"
contretemp,['contretemps'],['contretemp'],['contretemp']
contrib,['contribs'],['contrib'],['contrib']
contribut,"['contributed', 'contribute', 'contributing', 'contribution', 'contributes', 'contributions']","['contribut', 'contribut', 'contribut', 'contribut', 'contribut', 'contribut']","['contribut', 'contribut', 'contribut', 'contribut', 'contribut', 'contribut']"
contributor,"['contributor', 'contributors']","['contributor', 'contributor']","['contribut', 'contribut']"
contributori,['contributory'],['contributori'],['contribut']
contrit,"['contrite', 'contrition']","['contrit', 'contrit']","['contrit', 'contrit']"
contriv,"['contrived', 'contrive', 'contriving', 'contrivances']","['contriv', 'contriv', 'contriv', 'contriv']","['cont', 'cont', 'cont', 'cont']"
control,"['controlled', 'controlling', 'control', 'controller', 'controls', 'controllers']","['control', 'control', 'control', 'control', 'control', 'control']","['control', 'control', 'control', 'control', 'control', 'control']"
controversi,"['controversial', 'controversies', 'controversy']","['controversi', 'controversi', 'controversi']","['controvers', 'controversy', 'controversy']"
controversialist,['controversialists'],['controversialist'],['controvers']
contus,['contusions'],['contus'],['contud']
convair,['convair'],['convair'],['convair']
convalesc,"['convalescence', 'convalescing']","['convalesc', 'convalesc']","['convalesc', 'convalesc']"
convect,['convection'],['convect'],['convect']
conven,"['convened', 'convening']","['conven', 'conven']","['conv', 'conv']"
conveni,"['convenience', 'conveniences', 'convenient', 'conveniently']","['conveni', 'conveni', 'conveni', 'conveni']","['conveny', 'conveny', 'conveny', 'conveny']"
convent,"['conventional', 'convention', 'conventions', 'convent', 'conventionally', 'conventionality']","['convent', 'convent', 'convent', 'convent', 'convent', 'convention']","['conv', 'conv', 'conv', 'conv', 'conv', 'conv']"
convention,['conventionalized'],['convention'],['conv']
converg,"['converged', 'converge']","['converg', 'converg']","['converg', 'converg']"
convers,"['converse', 'conversing', 'conversational', 'conversion', 'conversation', 'conversions', 'conversations', 'conversant', 'conversely']","['convers', 'convers', 'convers', 'convers', 'convers', 'convers', 'convers', 'convers', 'convers']","['convers', 'convers', 'convers', 'convert', 'convers', 'convert', 'convers', 'convers', 'convers']"
convert,"['converted', 'convertible', 'converting', 'converts', 'convert']","['convert', 'convert', 'convert', 'convert', 'convert']","['convert', 'convert', 'convert', 'convert', 'convert']"
convex,"['convex', 'convexity']","['convex', 'convex']","['convex', 'convex']"
convey,"['conveyed', 'conveyance', 'conveying', 'conveys', 'convey']","['convey', 'convey', 'convey', 'convey', 'convey']","['convey', 'convey', 'convey', 'convey', 'convey']"
conveyor,['conveyor'],['conveyor'],['convey']
convict,"['convicted', 'convicting', 'conviction', 'convictions', 'convicts', 'convict']","['convict', 'convict', 'convict', 'convict', 'convict', 'convict']","['convict', 'convict', 'convict', 'convict', 'convict', 'convict']"
convinc,"['convinced', 'convince', 'convincing', 'convincingly']","['convinc', 'convinc', 'convinc', 'convincingli']","['convint', 'convint', 'convint', 'convint']"
convivi,['convivial'],['convivi'],['conv']
convoc,"['convocation', 'convocations']","['convoc', 'convoc']","['convoc', 'convoc']"
convolut,['convoluted'],['convolut'],['convolv']
convoy,['convoy'],['convoy'],['convoy']
convuls,"['convulsed', 'convulsive', 'convulsions', 'convulsively']","['convuls', 'convuls', 'convuls', 'convuls']","['convuls', 'convuls', 'convuls', 'convuls']"
conway,['conway'],['conway'],['conway']
conyer,['conyers'],['conyer'],['cony']
coo,['cooing'],['coo'],['coo']
cooch,['cooch'],['cooch'],['cooch']
cook,"['cooked', 'cooke', 'cooking', 'cook', 'cooks']","['cook', 'cook', 'cook', 'cook', 'cook']","['cook', 'cook', 'cook', 'cook', 'cook']"
cooker,['cooker'],['cooker'],['cook']
cookfir,['cookfire'],['cookfir'],['cookfir']
cooki,"['cookie', 'cookies']","['cooki', 'cooki']","['cooky', 'cooky']"
cool,"['cooled', 'cooling', 'cool', 'coolnesses', 'cools', 'coolness']","['cool', 'cool', 'cool', 'cool', 'cool', 'cool']","['cool', 'cool', 'cool', 'cool', 'cool', 'cool']"
coolant,['coolant'],['coolant'],['cool']
cooler,"['cooler', 'coolers']","['cooler', 'cooler']","['cool', 'cool']"
coolest,['coolest'],['coolest'],['coolest']
coolhead,['coolheaded'],['coolhead'],['coolhead']
coolidg,"['coolidge', 'coolidges']","['coolidg', 'coolidg']","['coolidg', 'coolidg']"
coolli,['coolly'],['coolli'],['cool']
coomb,['coombs'],['coomb'],['coomb']
coon,['coons'],['coon'],['coon']
coop,"['cooped', 'coop', 'coops']","['coop', 'coop', 'coop']","['coop', 'coop', 'coop']"
cooper,"['cooperated', 'cooperate', 'cooperative', 'cooperating', 'cooperation', 'cooper', 'cooperates', 'cooperatives', 'coopers']","['cooper', 'cooper', 'cooper', 'cooper', 'cooper', 'cooper', 'cooper', 'cooper', 'cooper']","['coop', 'coop', 'coop', 'coop', 'coop', 'coop', 'coop', 'coop', 'coop']"
cooperman,['cooperman'],['cooperman'],['cooperm']
coordin,"['coordinated', 'coordinate', 'coordinating', 'coordination', 'coordinator', 'coordinates']","['coordin', 'coordin', 'coordin', 'coordin', 'coordin', 'coordin']","['coordin', 'coordin', 'coordin', 'coordin', 'coordin', 'coordin']"
coosa,['coosa'],['coosa'],['coos']
coosi,['coosies'],['coosi'],['coosy']
cop,"['cop', 'cops']","['cop', 'cop']","['cop', 'cop']"
cope,"['cope', 'coping', 'copes', 'copings']","['cope', 'cope', 'cope', 'cope']","['cop', 'cop', 'cop', 'cop']"
copeland,['copeland'],['copeland'],['copeland']
copenhagen,['copenhagen'],['copenhagen'],['copenh']
copernican,['copernican'],['copernican'],['copern']
copernicus,['copernicus'],['copernicu'],['copernic']
copi,"['copied', 'copying', 'copies', 'copy']","['copi', 'copi', 'copi', 'copi']","['cop', 'cop', 'cop', 'cop']"
copious,"['copious', 'copiously']","['copiou', 'copious']","['cop', 'cop']"
copland,['copland'],['copland'],['copland']
copley,['copley'],['copley'],['copley']
copolym,['copolymers'],['copolym'],['copolym']
copp,['copp'],['copp'],['cop']
copper,['copper'],['copper'],['cop']
copperi,['coppery'],['copperi'],['coppery']
copra,['copra'],['copra'],['copr']
copybook,['copybooks'],['copybook'],['copybook']
copyright,['copyrights'],['copyright'],['copyright']
copywrit,['copywriter'],['copywrit'],['copywrit']
coquett,['coquette'],['coquett'],['coquet']
coral,['coral'],['coral'],['cor']
corault,['corault'],['corault'],['corault']
corbin,['corbin'],['corbin'],['corbin']
corcoran,['corcoran'],['corcoran'],['corc']
cord,"['corded', 'cord', 'cords']","['cord', 'cord', 'cord']","['cord', 'cord', 'cord']"
corder,['corder'],['corder'],['cord']
cordial,['cordial'],['cordial'],['cord']
cordier,['cordiers'],['cordier'],['cordy']
cordon,['cordon'],['cordon'],['cordon']
corduroy,"['corduroys', 'corduroy']","['corduroy', 'corduroy']","['corduroy', 'corduroy']"
core,"['core', 'cores']","['core', 'core']","['cor', 'cor']"
corelli,['corelli'],['corelli'],['corell']
coriand,['coriander'],['coriand'],['coriand']
corinth,['corinth'],['corinth'],['corin']
corinthian,"['corinthian', 'corinthians']","['corinthian', 'corinthian']","['corinth', 'corinth']"
coriolanus,['coriolanus'],['coriolanu'],['coriolan']
cork,"['corked', 'cork', 'corks']","['cork', 'cork', 'cork']","['cork', 'cork', 'cork']"
corker,['corkers'],['corker'],['cork']
corkscrew,['corkscrew'],['corkscrew'],['corkscrew']
corn,"['corne', 'corning', 'corn', 'corns']","['corn', 'corn', 'corn', 'corn']","['corn', 'corn', 'corn', 'corn']"
cornbread,['cornbread'],['cornbread'],['cornbread']
corneilus,['corneilus'],['corneilu'],['corneil']
cornel,['cornell'],['cornel'],['cornel']
corner,"['cornered', 'cornering', 'corner', 'corners']","['corner', 'corner', 'corner', 'corner']","['corn', 'corn', 'corn', 'corn']"
cornerston,['cornerstone'],['cornerston'],['cornerston']
cornfield,['cornfield'],['cornfield'],['cornfield']
corni,['corny'],['corni'],['corny']
corniest,['corniest'],['corniest'],['corniest']
cornmeal,['cornmeal'],['cornmeal'],['cornm']
cornstarch,['cornstarch'],['cornstarch'],['cornstarch']
cornucopia,['cornucopia'],['cornucopia'],['cornucop']
cornwal,"['cornwall', 'cornwallis']","['cornwal', 'cornwal']","['cornwal', 'cornwal']"
corollari,"['corollaries', 'corollary']","['corollari', 'corollari']","['corol', 'corol']"
coron,"['coronation', 'coroner', 'coroners']","['coron', 'coron', 'coron']","['coron', 'coron', 'coron']"
corona,['corona'],['corona'],['coron']
coronado,['coronado'],['coronado'],['coronado']
coronari,"['coronaries', 'coronary']","['coronari', 'coronari']","['coron', 'coron']"
corp,"['corp', 'corps']","['corp', 'corp']","['corp', 'corp']"
corpor,"['corporate', 'corporeal', 'corporal', 'corporation', 'corporations', 'corporeality']","['corpor', 'corpor', 'corpor', 'corpor', 'corpor', 'corpor']","['corp', 'corp', 'corp', 'corp', 'corp', 'corp']"
corpori,['corporis'],['corpori'],['corp']
corps,"['corpse', 'corpses']","['corps', 'corps']","['corps', 'corps']"
corpsman,['corpsman'],['corpsman'],['corpsm']
corpul,['corpulence'],['corpul'],['corp']
corpus,['corpus'],['corpu'],['corp']
corpuscular,['corpuscular'],['corpuscular'],['corpuscul']
corral,"['corralling', 'corral']","['corral', 'corral']","['corral', 'cor']"
correct,"['corrected', 'correcting', 'correction', 'corrections', 'correctness', 'correct', 'correctly']","['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correctli']","['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
correggio,['correggio'],['correggio'],['correggio']
correl,"['correlated', 'correlate', 'correlating', 'correlation', 'correlations', 'correlatively']","['correl', 'correl', 'correl', 'correl', 'correl', 'correl']","['correl', 'correl', 'correl', 'correl', 'correl', 'correl']"
correspond,"['corresponded', 'correspond', 'correspondence', 'corresponding', 'corresponds', 'correspondents', 'correspondent', 'correspondingly']","['correspond', 'correspond', 'correspond', 'correspond', 'correspond', 'correspond', 'correspond', 'correspondingli']","['correspond', 'correspond', 'correspond', 'correspond', 'correspond', 'correspond', 'correspond', 'correspond']"
